step,loss_no_act,loss_act,entropy_no_act,entropy_act
2104,2.48191961,2.48191952,2.27257758,2.27257756
2105,2.33943272,2.33943264,2.28836199,2.28836206
2106,2.73627925,2.73627937,2.27637212,2.27637209
2107,2.32653128,2.32653136,2.26859433,2.26859428
2108,2.22211056,2.22211056,2.27215954,2.27215951
2109,2.31235836,2.31235836,2.25941084,2.25941088
2110,2.28736653,2.28736653,2.29017579,2.29017574
2111,2.45158922,2.45158922,2.27413096,2.27413089
2112,2.25721878,2.25721885,2.29780864,2.29780855
2113,1.95756988,1.95756988,2.27741339,2.27741340
2114,2.34210019,2.34210027,2.25762459,2.25762458
2115,1.96017007,1.96017007,2.24689685,2.24689685
2116,2.63448507,2.63448496,2.27168836,2.27168841
2117,2.08544796,2.08544796,2.25148101,2.25148108
2118,2.34556867,2.34556860,2.23628733,2.23628737
2119,1.87717207,1.87717207,2.22724084,2.22724090
2120,2.63359417,2.63359417,2.25838641,2.25838643
2121,2.33580008,2.33580008,2.26674558,2.26674560
2122,2.39259313,2.39259305,2.26994502,2.26994510
2123,2.31464971,2.31464963,2.29020277,2.29020282
2124,2.45122081,2.45122090,2.28320862,2.28320855
2125,2.64566223,2.64566223,2.26936394,2.26936391
2126,2.25247246,2.25247239,2.28282175,2.28282183
2127,2.05465509,2.05465509,2.26695392,2.26695398
2128,2.91827350,2.91827343,2.26029006,2.26029019
2129,2.15213688,2.15213695,2.26156908,2.26156904
2130,1.83599249,1.83599258,2.24854021,2.24854006
2131,2.16097844,2.16097851,2.25684700,2.25684698
2132,2.86749990,2.86749997,2.24267519,2.24267520
2133,2.13394295,2.13394282,2.27436907,2.27436911
2134,2.39879970,2.39879978,2.27896782,2.27896776
2135,2.27616936,2.27616928,2.26426313,2.26426318
2136,2.15330141,2.15330141,2.26693918,2.26693917
2137,2.47876492,2.47876492,2.26315075,2.26315074
2138,1.94523701,1.94523701,2.26712821,2.26712829
2139,2.42271568,2.42271577,2.26366287,2.26366288
2140,2.13447307,2.13447294,2.21354778,2.21354789
2141,2.49550120,2.49550129,2.21563521,2.21563512
2142,2.49607289,2.49607280,2.23223633,2.23223635
2143,2.88641740,2.88641727,2.18855655,2.18855656
2144,2.39887845,2.39887845,2.14245555,2.14245553
2145,1.72591604,1.72591612,2.20374655,2.20374648
2146,2.59615677,2.59615667,2.22739286,2.22739288
2147,2.72854905,2.72854893,2.20979679,2.20979685
2148,2.89753671,2.89753678,2.20990213,2.20990217
2149,2.49616176,2.49616185,2.23351741,2.23351737
2150,1.91728021,1.91728021,2.25746423,2.25746422
2151,1.71272142,1.71272133,2.24077710,2.24077710
2152,2.13284689,2.13284689,2.27567982,2.27567980
2153,2.09578359,2.09578365,2.22824708,2.22824714
2154,1.62100962,1.62100955,2.21441116,2.21441122
2155,2.26727228,2.26727228,2.26360629,2.26360630
2156,2.73571761,2.73571749,2.24728115,2.24728108
2157,2.09549033,2.09549027,2.25741967,2.25741971
2158,3.03494140,3.03494140,2.26494572,2.26494579
2159,2.22620347,2.22620340,2.27491436,2.27491433
2160,2.15119238,2.15119238,2.28138064,2.28138066
2161,2.04691458,2.04691458,2.25655084,2.25655083
2162,2.65557134,2.65557134,2.27565272,2.27565274
2163,2.36342376,2.36342376,2.25750835,2.25750824
2164,2.22758164,2.22758164,2.28427228,2.28427229
2165,2.31148118,2.31148125,2.27871883,2.27871874
2166,2.07974676,2.07974682,2.27487701,2.27487689
2167,2.11494373,2.11494379,2.26848530,2.26848530
2168,2.22009136,2.22009150,2.28510892,2.28510879
2169,2.32889171,2.32889163,2.27663533,2.27663534
2170,2.76760805,2.76760805,2.25978754,2.25978754
2171,2.62034809,2.62034809,2.25975409,2.25975407
2172,2.07863517,2.07863517,2.26961198,2.26961199
2173,2.28854821,2.28854828,2.27149279,2.27149268
2174,2.22700270,2.22700277,2.25565198,2.25565197
2175,2.54215823,2.54215823,2.23960392,2.23960400
2176,2.80358293,2.80358306,2.24774929,2.24774923
2177,2.03722483,2.03722483,2.28714218,2.28714222
2178,2.60710179,2.60710189,2.28951020,2.28951018
2179,2.31079021,2.31079029,2.25980096,2.25980086
2180,2.20920498,2.20920505,2.27493548,2.27493544
2181,2.01030495,2.01030495,2.27486652,2.27486649
2182,2.30804738,2.30804738,2.27405522,2.27405514
2183,1.91840426,1.91840416,2.26478198,2.26478195
2184,1.84581804,1.84581814,2.25989738,2.25989736
2185,2.43560624,2.43560632,2.25734145,2.25734146
2186,2.79346430,2.79346436,2.23206131,2.23206117
2187,2.93061203,2.93061203,2.26836856,2.26836856
2188,2.70132170,2.70132170,2.26639016,2.26639017
2189,2.34334723,2.34334708,2.25658767,2.25658775
2190,2.34072768,2.34072760,2.24444626,2.24444629
2191,2.47039615,2.47039632,2.22975242,2.22975234
2192,2.71044206,2.71044217,2.21914162,2.21914157
2193,2.03706211,2.03706211,2.26678851,2.26678844
2194,2.56014164,2.56014174,2.26617316,2.26617308
2195,2.00354761,2.00354773,2.27663597,2.27663587
2196,2.47218021,2.47218030,2.27191407,2.27191401
2197,2.57166174,2.57166164,2.26152504,2.26152508
2198,2.64423851,2.64423851,2.24818302,2.24818297
2199,2.44988232,2.44988232,2.26416626,2.26416619
2200,2.31313489,2.31313496,2.29004102,2.29004094
2201,2.42218190,2.42218182,2.26828001,2.26828002
2202,2.47401530,2.47401521,2.28246854,2.28246865
2203,2.01348173,2.01348184,2.28219316,2.28219313
2204,2.31400900,2.31400908,2.28976489,2.28976493
2205,2.50395105,2.50395105,2.28127738,2.28127729
2206,2.52365433,2.52365433,2.26795772,2.26795765
2207,2.51049136,2.51049145,2.25510160,2.25510155
2208,2.52002301,2.52002301,2.25995960,2.25995961
2209,2.41231334,2.41231334,2.25653710,2.25653718
2210,2.65460288,2.65460288,2.23429613,2.23429615
2211,2.52091304,2.52091313,2.26843966,2.26843962
2212,2.13085901,2.13085908,2.28248699,2.28248692
2213,2.21284780,2.21284793,2.28401077,2.28401067
2214,2.22668235,2.22668249,2.26891159,2.26891147
2215,2.75801785,2.75801785,2.27381783,2.27381781
2216,2.01511208,2.01511197,2.28134724,2.28134732
2217,2.52059768,2.52059768,2.26514873,2.26514870
2218,2.03530081,2.03530070,2.27981932,2.27981933
2219,2.61349918,2.61349918,2.27532219,2.27532229
2220,2.45867540,2.45867557,2.28593794,2.28593789
2221,2.29522519,2.29522527,2.27766522,2.27766518
2222,2.06738638,2.06738649,2.27465035,2.27465030
2223,2.40262611,2.40262603,2.27697996,2.27697999
2224,2.46879498,2.46879507,2.26242211,2.26242210
2225,2.33692871,2.33692863,2.21692298,2.21692299
2226,2.58710512,2.58710512,2.26188781,2.26188785
2227,2.67268661,2.67268672,2.24648691,2.24648687
2228,2.69644233,2.69644233,2.25405742,2.25405739
2229,2.56427908,2.56427908,2.21191918,2.21191918
2230,2.22070042,2.22070042,2.21909994,2.21909992
2231,2.42244032,2.42244040,2.23538039,2.23538033
2232,2.06088953,2.06088953,2.26030564,2.26030564
2233,2.51477099,2.51477108,2.25799241,2.25799237
2234,2.22319381,2.22319381,2.24668355,2.24668359
2235,2.38118434,2.38118450,2.20767039,2.20767032
2236,2.59186022,2.59186042,2.21597147,2.21597135
2237,2.81440177,2.81440183,2.21598754,2.21598761
2238,2.61497070,2.61497080,2.24255435,2.24255438
2239,2.78226179,2.78226185,2.22429469,2.22429469
2240,1.89804414,1.89804424,2.21850695,2.21850686
2241,2.09717465,2.09717459,2.27232348,2.27232352
2242,2.53760453,2.53760453,2.24606008,2.24606000
2243,2.78431334,2.78431310,2.22367317,2.22367322
2244,2.32980620,2.32980628,2.26574851,2.26574847
2245,2.33032872,2.33032864,2.28851100,2.28851102
2246,1.98371635,1.98371646,2.24574406,2.24574404
2247,2.16202383,2.16202390,2.27002162,2.27002155
2248,1.92583167,1.92583167,2.25378052,2.25378053
2249,2.65214771,2.65214771,2.26926186,2.26926189
2250,2.39247525,2.39247517,2.25251995,2.25251999
2251,2.65250467,2.65250467,2.26779239,2.26779242
2252,2.92499471,2.92499485,2.25618978,2.25618977
2253,2.34577613,2.34577613,2.27233951,2.27233950
2254,2.21514489,2.21514489,2.28519758,2.28519757
2255,2.26047755,2.26047762,2.29283311,2.29283314
2256,2.31404744,2.31404744,2.25795106,2.25795100
2257,2.33490618,2.33490626,2.26059426,2.26059420
2258,2.34238802,2.34238787,2.27408494,2.27408498
2259,1.74466693,1.74466702,2.25988948,2.25988945
2260,2.00048271,2.00048271,2.26421566,2.26421565
2261,2.16324226,2.16324219,2.27239658,2.27239659
2262,2.26540050,2.26540036,2.26187140,2.26187146
2263,2.43803684,2.43803684,2.25743192,2.25743194
2264,2.67009901,2.67009901,2.25660507,2.25660508
2265,2.15961229,2.15961235,2.24933496,2.24933496
2266,2.69929861,2.69929872,2.25892302,2.25892294
2267,2.21931353,2.21931346,2.23878558,2.23878560
2268,2.13670228,2.13670228,2.26953392,2.26953390
2269,2.11372591,2.11372591,2.25800642,2.25800645
2270,2.33603118,2.33603118,2.26878609,2.26878611
2271,2.83621783,2.83621783,2.26546736,2.26546736
2272,2.28228451,2.28228451,2.28061822,2.28061814
2273,2.56142188,2.56142188,2.28343073,2.28343076
2274,2.54799586,2.54799596,2.29152293,2.29152291
2275,2.14836186,2.14836192,2.28183725,2.28183723
2276,2.14929218,2.14929224,2.26514910,2.26514909
2277,1.88678395,1.88678415,2.26666118,2.26666109
2278,2.09656115,2.09656121,2.27181079,2.27181076
2279,2.64029179,2.64029179,2.26697984,2.26697989
2280,2.41972675,2.41972675,2.25535767,2.25535765
2281,2.57882967,2.57882947,2.28130655,2.28130660
2282,2.26092261,2.26092268,2.29012962,2.29012953
2283,2.67292623,2.67292623,2.26901448,2.26901448
2284,2.21922051,2.21922044,2.27184173,2.27184185
2285,2.07499978,2.07499978,2.28428616,2.28428622
2286,2.41420738,2.41420738,2.27930253,2.27930255
2287,2.71087883,2.71087872,2.28475113,2.28475114
2288,1.90956442,1.90956442,2.24530504,2.24530499
2289,2.10868091,2.10868104,2.27857592,2.27857593
2290,2.19035440,2.19035433,2.25154187,2.25154184
2291,2.72556058,2.72556046,2.23367329,2.23367327
2292,1.91783818,1.91783818,2.26774830,2.26774834
2293,2.21941287,2.21941300,2.25183190,2.25183187
2294,2.93394942,2.93394949,2.23496240,2.23496241
2295,2.52200815,2.52200824,2.23940897,2.23940901
2296,2.35688455,2.35688447,2.25918303,2.25918314
2297,1.94136219,1.94136219,2.24265388,2.24265391
2298,2.52014757,2.52014757,2.24849496,2.24849484
2299,2.24563764,2.24563757,2.26096044,2.26096046
2300,2.15432659,2.15432659,2.27991620,2.27991632
2301,3.03820365,3.03820350,2.26139510,2.26139517
2302,2.18325329,2.18325336,2.27165145,2.27165146
2303,2.24504788,2.24504795,2.25063682,2.25063679
2304,2.12705592,2.12705573,2.26744080,2.26744093
2305,2.02921365,2.02921365,2.26853216,2.26853222
2306,2.34918161,2.34918145,2.26456984,2.26456986
2307,2.23082159,2.23082159,2.26644118,2.26644123
2308,2.61959643,2.61959643,2.24883681,2.24883684
2309,2.27868219,2.27868219,2.22970205,2.22970206
2310,2.18609905,2.18609912,2.26921355,2.26921361
2311,2.19697830,2.19697823,2.28448538,2.28448543
2312,2.27798974,2.27798981,2.28024619,2.28024610
2313,2.58604728,2.58604728,2.28524613,2.28524609
2314,2.26980155,2.26980155,2.29551560,2.29551550
2315,2.30902293,2.30902278,2.28058911,2.28058920
2316,2.03868218,2.03868229,2.27402858,2.27402853
2317,2.25124953,2.25124946,2.25782867,2.25782868
2318,2.21195778,2.21195785,2.26391006,2.26390998
2319,2.54766852,2.54766852,2.26596173,2.26596171
2320,2.70037979,2.70037979,2.25077873,2.25077875
2321,2.16155991,2.16155985,2.22490759,2.22490763
2322,2.27848849,2.27848841,2.25404903,2.25404913
2323,1.90693667,1.90693667,2.26104191,2.26104183
2324,2.47400097,2.47400097,2.26794655,2.26794655
2325,2.75507203,2.75507203,2.24432887,2.24432893
2326,2.32733112,2.32733104,2.21025174,2.21025177
2327,2.04955354,2.04955366,2.23579281,2.23579282
2328,2.90717862,2.90717849,2.23981211,2.23981218
2329,1.96106094,1.96106094,2.23844267,2.23844271
2330,2.61049561,2.61049561,2.26811564,2.26811568
2331,2.02594568,2.02594568,2.24155928,2.24155920
2332,3.12127221,3.12127221,2.24481973,2.24481967
2333,3.09312216,3.09312216,2.22905794,2.22905803
2334,2.47465297,2.47465297,2.23988809,2.23988803
2335,2.23692455,2.23692462,2.28857472,2.28857465
2336,1.80575949,1.80575940,2.25569941,2.25569945
2337,2.36852784,2.36852784,2.26538027,2.26538024
2338,2.01116214,2.01116203,2.26300756,2.26300762
2339,2.36801322,2.36801338,2.26191674,2.26191668
2340,1.88665870,1.88665870,2.25072987,2.25072983
2341,2.35182156,2.35182156,2.25255015,2.25255013
2342,2.10563696,2.10563702,2.27540663,2.27540658
2343,2.56552936,2.56552936,2.24367768,2.24367774
2344,2.56680614,2.56680624,2.24849047,2.24849044
2345,2.41399290,2.41399290,2.25588970,2.25588973
2346,2.37134727,2.37134735,2.27185918,2.27185912
2347,2.06147117,2.06147117,2.25140714,2.25140720
2348,2.58835980,2.58835970,2.22382488,2.22382487
2349,2.88510529,2.88510543,2.24407318,2.24407308
2350,2.17184940,2.17184940,2.25651668,2.25651674
2351,1.90291117,1.90291087,2.23575301,2.23575309
2352,2.12817706,2.12817706,2.21101322,2.21101328
2353,1.79613419,1.79613419,2.25769678,2.25769676
2354,2.89203790,2.89203797,2.24318333,2.24318326
2355,2.17506422,2.17506408,2.27434581,2.27434587
2356,2.65029323,2.65029323,2.24879966,2.24879962
2357,2.74398464,2.74398464,2.24764110,2.24764109
2358,1.91684941,1.91684941,2.24427437,2.24427441
2359,2.83251086,2.83251080,2.23559445,2.23559451
2360,2.82366520,2.82366514,2.26878430,2.26878431
2361,2.46967982,2.46967964,2.24195970,2.24195972
2362,2.60702502,2.60702502,2.26602957,2.26602959
2363,2.24514896,2.24514896,2.25014383,2.25014377
2364,2.59164304,2.59164304,2.27823854,2.27823855
2365,2.48232189,2.48232189,2.27155748,2.27155753
2366,2.37537392,2.37537376,2.27722333,2.27722341
2367,2.41052322,2.41052305,2.27070434,2.27070444
2368,1.73044770,1.73044779,2.25013822,2.25013822
2369,2.33421023,2.33421030,2.28358564,2.28358561
2370,2.21578838,2.21578838,2.27865200,2.27865200
2371,2.53762639,2.53762630,2.25730999,2.25731001
2372,1.74859613,1.74859604,2.24643446,2.24643453
2373,1.91591132,1.91591132,2.25891458,2.25891457
2374,2.47495514,2.47495514,2.24893051,2.24893054
2375,2.50569581,2.50569599,2.25345637,2.25345630
2376,2.36365634,2.36365666,2.25279059,2.25279038
2377,2.67892473,2.67892473,2.25074326,2.25074325
2378,1.99344231,1.99344231,2.26968354,2.26968347
2379,2.83232798,2.83232798,2.26045413,2.26045408
2380,2.31618654,2.31618647,2.24850516,2.24850519
2381,2.43685288,2.43685288,2.25202140,2.25202144
2382,1.99959490,1.99959490,2.26165721,2.26165724
2383,1.94665754,1.94665743,2.24585201,2.24585205
2384,2.12822224,2.12822231,2.25156817,2.25156817
2385,2.43568377,2.43568394,2.25281042,2.25281032
2386,2.14286627,2.14286640,2.25546693,2.25546687
2387,3.12268752,3.12268744,2.23060753,2.23060758
2388,1.92688258,1.92688268,2.25273308,2.25273305
2389,2.60522313,2.60522313,2.28134328,2.28134324
2390,1.65629987,1.65629987,2.24446496,2.24446501
2391,2.63020493,2.63020482,2.27328341,2.27328348
2392,2.26922331,2.26922345,2.24665559,2.24665556
2393,2.36060192,2.36060199,2.23652988,2.23652984
2394,2.13991265,2.13991259,2.28195895,2.28195896
2395,1.88987616,1.88987616,2.25521310,2.25521310
2396,2.38452321,2.38452337,2.26768369,2.26768355
2397,2.66585172,2.66585172,2.27904323,2.27904331
2398,2.24490686,2.24490686,2.28268182,2.28268184
2399,2.53271792,2.53271801,2.27393815,2.27393816
2400,2.32695734,2.32695734,2.27459173,2.27459174
2401,2.22527459,2.22527459,2.29344113,2.29344109
2402,2.58111166,2.58111146,2.28381023,2.28381028
2403,2.02843567,2.02843578,2.26839314,2.26839305
2404,2.64280917,2.64280917,2.26745364,2.26745375
2405,2.14830592,2.14830592,2.26041277,2.26041281
2406,1.99236467,1.99236456,2.27530975,2.27530972
2407,2.26045391,2.26045398,2.25265119,2.25265108
2408,2.28565382,2.28565368,2.24979587,2.24979599
2409,2.38829950,2.38829958,2.22765795,2.22765795
2410,2.13604135,2.13604129,2.23503977,2.23503979
2411,2.35729053,2.35729045,2.27576287,2.27576295
2412,2.20273860,2.20273867,2.25849662,2.25849665
2413,1.97018104,1.97018114,2.26239385,2.26239388
2414,3.06873964,3.06873956,2.25703807,2.25703809
2415,2.34133005,2.34133005,2.27554433,2.27554440
2416,2.20972644,2.20972638,2.25332543,2.25332550
2417,2.19733876,2.19733870,2.26975906,2.26975911
2418,2.52374216,2.52374216,2.28788401,2.28788398
2419,2.20297900,2.20297900,2.24937906,2.24937905
2420,2.36456087,2.36456079,2.25197117,2.25197123
2421,2.37077600,2.37077608,2.27381660,2.27381649
2422,2.72517476,2.72517476,2.25305846,2.25305844
2423,2.56688863,2.56688843,2.26076185,2.26076192
2424,1.94756496,1.94756485,2.26453203,2.26453210
2425,2.28616916,2.28616916,2.23770478,2.23770469
2426,2.16660779,2.16660785,2.26788577,2.26788576
2427,2.64535327,2.64535327,2.27799149,2.27799152
2428,1.90266381,1.90266381,2.24839250,2.24839255
2429,2.52810019,2.52810019,2.24808545,2.24808544
2430,2.67862767,2.67862767,2.24460725,2.24460718
2431,2.47275744,2.47275735,2.26960715,2.26960719
2432,2.34718707,2.34718699,2.25166203,2.25166199
2433,2.37533690,2.37533699,2.23330217,2.23330217
2434,2.49551213,2.49551213,2.26180063,2.26180058
2435,2.04837700,2.04837700,2.24992804,2.24992805
2436,2.42525510,2.42525493,2.27011346,2.27011357
2437,2.32751061,2.32751061,2.24815562,2.24815558
2438,2.59443480,2.59443490,2.23729845,2.23729836
2439,2.62599564,2.62599574,2.24572272,2.24572262
2440,2.36560055,2.36560055,2.26183074,2.26183069
2441,2.26213003,2.26213003,2.22899475,2.22899465
2442,2.33144689,2.33144674,2.25586593,2.25586601
2443,2.47601229,2.47601220,2.24068972,2.24068980
2444,2.41967766,2.41967775,2.27483511,2.27483512
2445,2.36084892,2.36084900,2.23471291,2.23471288
2446,2.12060255,2.12060261,2.23803435,2.23803430
2447,3.04739926,3.04739918,2.24818662,2.24818659
2448,2.67525324,2.67525324,2.21476864,2.21476863
2449,2.79661967,2.79661974,2.23157827,2.23157823
2450,2.37514534,2.37514534,2.21663253,2.21663252
2451,2.17257160,2.17257160,2.23231134,2.23231137
2452,2.08792032,2.08792038,2.24952364,2.24952361
2453,2.93732370,2.93732363,2.21060694,2.21060690
2454,2.60439842,2.60439822,2.21106138,2.21106146
2455,2.83898429,2.83898423,2.21789657,2.21789663
2456,2.13489365,2.13489372,2.24624378,2.24624377
2457,2.00355656,2.00355668,2.22139551,2.22139541
2458,3.20696897,3.20696897,2.22018415,2.22018419
2459,2.54729750,2.54729750,2.25055236,2.25055235
2460,2.76326874,2.76326862,2.22366420,2.22366423
2461,2.40111063,2.40111055,2.23041181,2.23041185
2462,2.33399508,2.33399508,2.27981215,2.27981219
2463,2.61506937,2.61506947,2.21737638,2.21737625
2464,2.12167314,2.12167314,2.26985660,2.26985660
2465,2.18366857,2.18366857,2.25853107,2.25853104
2466,2.43893781,2.43893781,2.22397440,2.22397445
2467,2.40868518,2.40868518,2.22872247,2.22872243
2468,2.53326944,2.53326944,2.24551156,2.24551165
2469,2.49369492,2.49369492,2.23663263,2.23663259
2470,3.13391015,3.13391015,2.23390817,2.23390821
2471,2.73245329,2.73245340,2.25730978,2.25730968
2472,2.49703179,2.49703188,2.26967237,2.26967238
2473,2.37915235,2.37915243,2.27029457,2.27029451
2474,2.91909424,2.91909444,2.25625962,2.25625954
2475,2.18874248,2.18874248,2.25269359,2.25269370
2476,2.76725807,2.76725807,2.25225287,2.25225287
2477,2.35045745,2.35045737,2.26009879,2.26009879
2478,2.18481029,2.18481022,2.21700667,2.21700669
2479,2.60185578,2.60185568,2.24618461,2.24618467
2480,1.90932817,1.90932807,2.23711002,2.23711010
2481,2.55402449,2.55402459,2.21240320,2.21240319
2482,2.32582816,2.32582816,2.18000566,2.18000569
2483,1.99124334,1.99124334,2.24248979,2.24248973
2484,2.61529476,2.61529466,2.21420010,2.21420010
2485,2.76953054,2.76953054,2.24877301,2.24877303
2486,2.85110017,2.85110023,2.23540599,2.23540594
2487,2.59101652,2.59101652,2.22374925,2.22374928
2488,1.91484992,1.91485002,2.25881314,2.25881303
2489,2.34405897,2.34405905,2.26775971,2.26775966
2490,1.97359572,1.97359572,2.23929970,2.23929963
2491,1.95578041,1.95578041,2.27640134,2.27640132
2492,2.43927208,2.43927200,2.27613795,2.27613800
2493,2.32542446,2.32542439,2.24786897,2.24786900
2494,2.46218387,2.46218370,2.25941382,2.25941395
2495,2.86527602,2.86527596,2.26976503,2.26976503
2496,2.72193102,2.72193113,2.26548886,2.26548878
2497,2.84376139,2.84376139,2.23744822,2.23744830
2498,2.22411676,2.22411682,2.24226753,2.24226751
2499,2.27598804,2.27598811,2.25824560,2.25824553
2500,2.61111366,2.61111366,2.23519089,2.23519082
2501,1.82497651,1.82497661,2.24452057,2.24452049
2502,2.05783582,2.05783570,2.24309056,2.24309066
2503,2.41203941,2.41203958,2.25363251,2.25363237
2504,2.48875134,2.48875125,2.24225842,2.24225847
2505,2.02522703,2.02522703,2.24980940,2.24980938
2506,2.12574404,2.12574398,2.23236417,2.23236417
2507,2.50907084,2.50907093,2.24723204,2.24723199
2508,2.95948586,2.95948578,2.25558350,2.25558351
2509,2.59324263,2.59324263,2.23850050,2.23850047
2510,2.23532348,2.23532348,2.27895187,2.27895185
2511,2.41569647,2.41569647,2.28305613,2.28305622
2512,2.32625217,2.32625217,2.28507643,2.28507643
2513,2.21359635,2.21359641,2.28040213,2.28040215
2514,2.49117801,2.49117801,2.26879874,2.26879871
2515,2.54278546,2.54278537,2.27478675,2.27478679
2516,2.71931899,2.71931899,2.27734966,2.27734967
2517,2.43712381,2.43712364,2.27125736,2.27125745
2518,2.20779299,2.20779306,2.26126484,2.26126485
2519,2.07175852,2.07175852,2.28018304,2.28018293
2520,2.64505070,2.64505080,2.25765276,2.25765266
2521,2.43004905,2.43004896,2.26185056,2.26185064
2522,2.54382429,2.54382439,2.24732101,2.24732094
2523,2.25191159,2.25191159,2.25355789,2.25355788
2524,2.53730515,2.53730534,2.20171379,2.20171366
2525,2.33969922,2.33969922,2.24555410,2.24555414
2526,2.78552257,2.78552257,2.23374083,2.23374082
2527,3.07337108,3.07337108,2.24559070,2.24559067
2528,2.29767173,2.29767180,2.24615479,2.24615465
2529,2.68480950,2.68480950,2.26973763,2.26973761
2530,2.34956910,2.34956902,2.25869378,2.25869386
2531,2.56569471,2.56569481,2.26612978,2.26612985
2532,2.61605063,2.61605063,2.26906766,2.26906771
2533,2.25755077,2.25755091,2.29091173,2.29091162
2534,2.62539611,2.62539611,2.29046813,2.29046815
2535,2.07628378,2.07628378,2.27817288,2.27817291
2536,2.09479814,2.09479814,2.28635221,2.28635214
2537,2.61809572,2.61809582,2.27178322,2.27178315
2538,2.29545360,2.29545353,2.27359874,2.27359880
2539,2.27787002,2.27786987,2.27113821,2.27113832
2540,2.70802085,2.70802074,2.25848691,2.25848692
2541,1.91344335,1.91344345,2.24831043,2.24831039
2542,2.04241040,2.04241028,2.21761988,2.21761991
2543,2.54592990,2.54592990,2.22942087,2.22942088
2544,2.97250700,2.97250700,2.26624400,2.26624394
2545,2.67301579,2.67301569,2.25819980,2.25819981
2546,2.29751315,2.29751315,2.24892490,2.24892498
2547,2.36321459,2.36321459,2.23602959,2.23602959
2548,2.22287852,2.22287852,2.23486626,2.23486625
2549,2.70971482,2.70971482,2.25325712,2.25325720
2550,2.02653616,2.02653616,2.23549628,2.23549621
2551,2.08701465,2.08701465,2.25071569,2.25071570
2552,2.46079154,2.46079154,2.24732964,2.24732959
2553,2.07295285,2.07295285,2.25637912,2.25637910
2554,2.52913480,2.52913480,2.25872207,2.25872206
2555,2.64841417,2.64841417,2.25601377,2.25601374
2556,2.54702518,2.54702509,2.24112872,2.24112873
2557,2.05228754,2.05228754,2.25919465,2.25919455
2558,1.97737101,1.97737101,2.26817866,2.26817873
2559,2.33055434,2.33055449,2.24722306,2.24722294
2560,1.73655391,1.73655391,2.25154993,2.25154990
2561,2.13667584,2.13667577,2.23383181,2.23383179
2562,2.23699209,2.23699202,2.28574336,2.28574336
2563,2.24186949,2.24186942,2.26463814,2.26463815
2564,2.38129453,2.38129453,2.27123106,2.27123113
2565,1.67847101,1.67847101,2.24488545,2.24488551
2566,2.16841865,2.16841859,2.24360120,2.24360122
2567,2.44580148,2.44580157,2.24532259,2.24532250
2568,2.59731951,2.59731951,2.22606423,2.22606432
2569,2.50841734,2.50841725,2.26078432,2.26078440
2570,1.96591244,1.96591234,2.26995231,2.26995232
2571,1.93475834,1.93475814,2.26432574,2.26432572
2572,2.31086053,2.31086060,2.26106695,2.26106682
2573,1.90068987,1.90068977,2.27074100,2.27074109
2574,2.48692405,2.48692405,2.29309574,2.29309575
2575,2.62556682,2.62556672,2.28618298,2.28618303
2576,2.36671631,2.36671647,2.25718246,2.25718230
2577,2.50903685,2.50903704,2.26428255,2.26428245
2578,2.35772581,2.35772581,2.27726419,2.27726420
2579,2.46217845,2.46217837,2.25886631,2.25886634
2580,2.44847312,2.44847321,2.26093666,2.26093663
2581,2.54949761,2.54949761,2.26017900,2.26017906
2582,2.14546450,2.14546444,2.27190717,2.27190718
2583,3.01692405,3.01692405,2.27383279,2.27383280
2584,1.87153213,1.87153203,2.23604790,2.23604804
2585,2.17991322,2.17991315,2.25116833,2.25116834
2586,2.24713021,2.24713007,2.25427470,2.25427477
2587,2.08894347,2.08894347,2.26680756,2.26680750
2588,2.96087453,2.96087460,2.24586812,2.24586808
2589,2.29532689,2.29532704,2.26964428,2.26964418
2590,3.04300883,3.04300891,2.24835405,2.24835388
2591,2.05768708,2.05768708,2.26626308,2.26626303
2592,2.07592675,2.07592663,2.25522511,2.25522517
2593,2.52571375,2.52571375,2.22831351,2.22831352
2594,2.25883621,2.25883614,2.25819015,2.25819022
2595,2.65576330,2.65576341,2.22728990,2.22728983
2596,2.33181176,2.33181160,2.24081121,2.24081128
2597,1.85609287,1.85609287,2.22649795,2.22649795
2598,1.96336427,1.96336427,2.24420430,2.24420439
2599,2.33059196,2.33059196,2.23812894,2.23812887
2600,2.65999332,2.65999321,2.26929487,2.26929493
2601,2.90622821,2.90622821,2.24728227,2.24728225
2602,2.72006772,2.72006761,2.23026348,2.23026357
2603,2.16820687,2.16820687,2.25795786,2.25795782
2604,1.95913329,1.95913329,2.21853762,2.21853761
2605,2.54341735,2.54341726,2.22870876,2.22870877
2606,2.46619159,2.46619159,2.27422717,2.27422719
2607,3.00804863,3.00804871,2.25785382,2.25785390
2608,2.18831890,2.18831877,2.27467501,2.27467511
2609,2.27770743,2.27770743,2.23578003,2.23577995
2610,2.36017201,2.36017201,2.24513982,2.24513985
2611,2.16279779,2.16279766,2.25781946,2.25781953
2612,2.68239035,2.68239013,2.24861922,2.24861939
2613,2.06053433,2.06053445,2.26719274,2.26719268
2614,2.13639066,2.13639072,2.26791420,2.26791411
2615,2.76744698,2.76744686,2.23089954,2.23089957
2616,2.94747438,2.94747431,2.22920505,2.22920507
2617,1.95758751,1.95758751,2.24915879,2.24915881
2618,1.72359069,1.72359069,2.24469146,2.24469151
2619,2.12971230,2.12971230,2.25597069,2.25597073
2620,2.00294459,2.00294448,2.26160164,2.26160172
