step,loss_no_act,loss_act,entropy_no_act,entropy_act
1070,2.37629562,2.37629554,2.27828842,2.27828846
1071,2.52379124,2.52379124,2.27204623,2.27204620
1072,2.32480249,2.32480257,2.26878067,2.26878065
1073,2.91406633,2.91406647,2.26313587,2.26313584
1074,2.16137235,2.16137241,2.21300888,2.21300888
1075,2.39373396,2.39373404,2.24528134,2.24528138
1076,1.63245331,1.63245331,2.20790937,2.20790942
1077,2.38633670,2.38633661,2.26752151,2.26752146
1078,2.44731025,2.44731042,2.26050137,2.26050133
1079,2.32050447,2.32050454,2.22126186,2.22126184
1080,2.31989229,2.31989229,2.25626860,2.25626859
1081,2.06266839,2.06266839,2.26085419,2.26085415
1082,2.32636639,2.32636631,2.27564638,2.27564643
1083,2.04043786,2.04043786,2.27797350,2.27797359
1084,1.79074571,1.79074571,2.27100343,2.27100344
1085,2.66082331,2.66082352,2.22903815,2.22903807
1086,2.13589856,2.13589856,2.27430123,2.27430126
1087,2.35588775,2.35588775,2.27358132,2.27358132
1088,2.48979776,2.48979785,2.22800765,2.22800759
1089,2.21508202,2.21508209,2.26027551,2.26027549
1090,2.06159833,2.06159833,2.28104226,2.28104230
1091,2.37307536,2.37307536,2.27605717,2.27605713
1092,2.48682793,2.48682802,2.23554168,2.23554164
1093,1.89484484,1.89484484,2.23189211,2.23189208
1094,1.91729258,1.91729248,2.24610894,2.24610890
1095,2.65180505,2.65180505,2.19486618,2.19486621
1096,2.00030262,2.00030273,2.26520376,2.26520375
1097,2.26936939,2.26936931,2.25788738,2.25788740
1098,2.19071155,2.19071162,2.26891356,2.26891349
1099,2.54244476,2.54244476,2.24217783,2.24217776
1100,2.39990937,2.39990929,2.27817310,2.27817309
1101,2.28022108,2.28022101,2.27845545,2.27845554
1102,2.92805946,2.92805953,2.26181408,2.26181402
1103,2.13774053,2.13774060,2.26766067,2.26766060
1104,2.13923497,2.13923497,2.27040703,2.27040706
1105,2.23983600,2.23983607,2.27246887,2.27246891
1106,2.55303876,2.55303866,2.26415483,2.26415491
1107,2.19032696,2.19032696,2.24933299,2.24933304
1108,2.45171644,2.45171644,2.25210957,2.25210961
1109,1.96166189,1.96166189,2.25120272,2.25120275
1110,2.23613631,2.23613631,2.25557654,2.25557654
1111,1.76136093,1.76136093,2.25571937,2.25571939
1112,2.05843447,2.05843447,2.25961791,2.25961786
1113,2.85676854,2.85676867,2.26242314,2.26242313
1114,2.22215448,2.22215448,2.26535156,2.26535156
1115,1.97353642,1.97353652,2.25392502,2.25392492
1116,2.19863459,2.19863459,2.25543813,2.25543812
1117,2.22298489,2.22298496,2.27872882,2.27872878
1118,2.32045304,2.32045304,2.24852890,2.24852897
1119,2.53760387,2.53760368,2.26250775,2.26250784
1120,3.21085133,3.21085142,2.18428545,2.18428531
1121,2.38814796,2.38814796,2.24864621,2.24864613
1122,2.24544932,2.24544939,2.24230089,2.24230094
1123,1.85405879,1.85405888,2.22394912,2.22394907
1124,2.32778693,2.32778701,2.26277176,2.26277177
1125,2.62369889,2.62369889,2.23624196,2.23624198
1126,2.40174639,2.40174639,2.27479924,2.27479922
1127,2.23030973,2.23030973,2.27454358,2.27454358
1128,2.46950804,2.46950804,2.26502057,2.26502065
1129,2.41458932,2.41458932,2.24551961,2.24551961
1130,2.41073331,2.41073347,2.27528072,2.27528058
1131,1.73590081,1.73590089,2.21790498,2.21790495
1132,2.38637461,2.38637461,2.24931278,2.24931281
1133,2.38241236,2.38241236,2.25933859,2.25933852
1134,2.16014851,2.16014845,2.24888307,2.24888308
1135,2.93676353,2.93676360,2.24622924,2.24622927
1136,2.66961160,2.66961171,2.21985345,2.21985344
1137,2.41725028,2.41725020,2.18821774,2.18821773
1138,3.08121973,3.08121973,2.25582140,2.25582138
1139,1.88014128,1.88014128,2.22503435,2.22503439
1140,2.47174757,2.47174757,2.26262799,2.26262803
1141,2.01383791,2.01383780,2.22945413,2.22945422
1142,2.03145475,2.03145475,2.26033251,2.26033251
1143,2.83854278,2.83854284,2.28197154,2.28197157
1144,2.33965777,2.33965769,2.26611351,2.26611350
1145,2.25027596,2.25027589,2.24859256,2.24859257
1146,2.92157045,2.92157031,2.24646949,2.24646954
1147,1.90984921,1.90984921,2.24426534,2.24426533
1148,2.09904082,2.09904075,2.25874783,2.25874778
1149,2.27373253,2.27373253,2.27282549,2.27282557
1150,2.14334918,2.14334918,2.24694450,2.24694447
1151,2.39571478,2.39571478,2.24453861,2.24453867
1152,2.20280508,2.20280502,2.21492455,2.21492462
1153,1.88456459,1.88456469,2.25016480,2.25016483
1154,2.54252460,2.54252460,2.22826807,2.22826809
1155,2.81473277,2.81473271,2.21782073,2.21782083
1156,2.85518738,2.85518738,2.24893279,2.24893271
1157,2.07796145,2.07796145,2.26980552,2.26980552
1158,3.24794616,3.24794606,2.25778657,2.25778651
1159,2.17607514,2.17607520,2.25487425,2.25487424
1160,2.10310014,2.10310008,2.25921489,2.25921495
1161,2.24981222,2.24981222,2.26966571,2.26966574
1162,2.34968116,2.34968116,2.27923454,2.27923464
1163,2.10046211,2.10046205,2.28893006,2.28893012
1164,2.26858836,2.26858843,2.27308820,2.27308816
1165,2.34404647,2.34404655,2.26620902,2.26620893
1166,2.34298721,2.34298713,2.27392190,2.27392191
1167,2.94925056,2.94925056,2.23425591,2.23425589
1168,1.64755155,1.64755140,2.24231233,2.24231244
1169,2.01446653,2.01446641,2.24232496,2.24232504
1170,2.32274083,2.32274091,2.19303016,2.19303015
1171,1.97223978,1.97223967,2.23092809,2.23092820
1172,2.72414072,2.72414061,2.28545945,2.28545949
1173,2.19348251,2.19348245,2.27840214,2.27840211
1174,1.93043873,1.93043873,2.27087925,2.27087918
1175,2.11703750,2.11703757,2.25059712,2.25059710
1176,2.19016369,2.19016375,2.25704507,2.25704505
1177,2.25993330,2.25993323,2.26871054,2.26871059
1178,2.96131001,2.96131008,2.25964097,2.25964084
1179,2.75664505,2.75664505,2.27721475,2.27721467
1180,2.47028759,2.47028768,2.26514588,2.26514574
1181,1.81376255,1.81376265,2.26541604,2.26541592
1182,2.49756741,2.49756732,2.27884669,2.27884670
1183,2.09559772,2.09559778,2.28341205,2.28341201
1184,2.16284437,2.16284444,2.26157684,2.26157683
1185,2.74042865,2.74042865,2.25614487,2.25614488
1186,2.27280228,2.27280228,2.27001188,2.27001187
1187,2.52730196,2.52730196,2.24234123,2.24234127
1188,3.03617239,3.03617239,2.25454316,2.25454317
1189,2.93522556,2.93522549,2.25253293,2.25253291
1190,2.84147946,2.84147959,2.22713347,2.22713341
1191,2.75030157,2.75030145,2.25987254,2.25987256
1192,2.46199782,2.46199782,2.20797753,2.20797746
1193,2.11178963,2.11178963,2.25596090,2.25596092
1194,2.37090172,2.37090164,2.22143443,2.22143449
1195,2.42373902,2.42373902,2.24666406,2.24666405
1196,2.05698910,2.05698910,2.25437880,2.25437867
1197,2.37183926,2.37183918,2.27200811,2.27200809
1198,2.10277630,2.10277630,2.23872275,2.23872277
1199,2.10080560,2.10080573,2.24536163,2.24536155
1200,2.85735888,2.85735888,2.19316702,2.19316708
1201,2.43676307,2.43676316,2.22857965,2.22857952
1202,2.25055700,2.25055700,2.25307285,2.25307285
1203,2.43382978,2.43382978,2.27063343,2.27063346
1204,2.25383469,2.25383476,2.26226983,2.26226982
1205,2.16298245,2.16298251,2.26194131,2.26194125
1206,2.22167014,2.22167000,2.25197845,2.25197848
1207,1.75477014,1.75477023,2.23728943,2.23728938
1208,3.08259244,3.08259252,2.25098649,2.25098641
1209,2.72368268,2.72368268,2.24538714,2.24538716
1210,2.02453226,2.02453226,2.24776418,2.24776413
1211,2.65220288,2.65220299,2.24651299,2.24651296
1212,2.60089928,2.60089949,2.27223311,2.27223304
1213,2.52891410,2.52891410,2.25960656,2.25960649
1214,2.90305119,2.90305112,2.21490525,2.21490533
1215,2.15840279,2.15840279,2.26648324,2.26648326
1216,2.20757142,2.20757135,2.26296662,2.26296668
1217,2.35932419,2.35932427,2.25864475,2.25864476
1218,1.91812848,1.91812848,2.27619896,2.27619902
1219,2.32149279,2.32149279,2.27780197,2.27780191
1220,2.65095231,2.65095221,2.26162000,2.26162006
1221,2.25655939,2.25655946,2.26978935,2.26978929
1222,2.33875671,2.33875671,2.27736874,2.27736862
1223,2.14431714,2.14431714,2.28094248,2.28094253
1224,2.63377988,2.63377998,2.26471685,2.26471681
1225,2.14026370,2.14026363,2.26735231,2.26735236
1226,2.19235542,2.19235535,2.27333327,2.27333330
1227,2.70260235,2.70260235,2.23925168,2.23925169
1228,1.97227437,1.97227437,2.25825173,2.25825177
1229,2.71814828,2.71814828,2.24778422,2.24778429
1230,2.30791112,2.30791104,2.24404562,2.24404569
1231,2.58989187,2.58989187,2.27094943,2.27094939
1232,2.81475459,2.81475465,2.23190105,2.23190103
1233,2.79185270,2.79185270,2.23964206,2.23964199
1234,2.56188537,2.56188546,2.24806427,2.24806415
1235,2.36340365,2.36340365,2.21274496,2.21274497
1236,2.34247757,2.34247765,2.26679254,2.26679249
1237,2.54637551,2.54637551,2.27172438,2.27172443
1238,2.25506633,2.25506633,2.27641766,2.27641759
1239,1.83031368,1.83031377,2.26998371,2.26998370
1240,2.89574870,2.89574870,2.25485918,2.25485920
1241,2.04394355,2.04394355,2.26630159,2.26630159
1242,2.51828905,2.51828905,2.27331571,2.27331568
1243,2.10773492,2.10773499,2.26581429,2.26581425
1244,2.23136846,2.23136853,2.26123161,2.26123165
1245,3.20715701,3.20715701,2.22168625,2.22168627
1246,2.34978269,2.34978269,2.25896267,2.25896273
1247,1.97491366,1.97491355,2.25528213,2.25528224
1248,2.32610479,2.32610487,2.21038329,2.21038317
1249,2.26721935,2.26721928,2.26808830,2.26808837
1250,2.16599991,2.16599991,2.27453767,2.27453765
1251,2.75065009,2.75064998,2.23835608,2.23835613
1252,2.92956929,2.92956922,2.22498157,2.22498159
1253,2.73050229,2.73050229,2.27687400,2.27687395
1254,2.23672670,2.23672677,2.25079511,2.25079513
1255,3.03542952,3.03542960,2.26734549,2.26734542
1256,2.16620785,2.16620785,2.28439490,2.28439490
1257,2.54250452,2.54250452,2.27537555,2.27537557
1258,2.12415522,2.12415522,2.25506774,2.25506772
1259,2.22325519,2.22325513,2.25084917,2.25084921
1260,2.27753760,2.27753753,2.26245608,2.26245615
1261,2.17685098,2.17685098,2.26243334,2.26243335
1262,2.86924076,2.86924069,2.26138395,2.26138388
1263,2.15512457,2.15512451,2.26869549,2.26869548
1264,2.48126651,2.48126651,2.23709265,2.23709258
1265,2.07384070,2.07384058,2.17891929,2.17891938
1266,1.86170570,1.86170570,2.22913345,2.22913343
1267,2.44400701,2.44400709,2.20878835,2.20878833
1268,2.39300833,2.39300825,2.25434282,2.25434290
1269,1.87525185,1.87525185,2.23654469,2.23654468
1270,1.68224614,1.68224606,2.24537111,2.24537121
1271,2.57170367,2.57170357,2.24221714,2.24221714
1272,2.32505795,2.32505795,2.26571018,2.26571022
1273,2.68294701,2.68294701,2.26486648,2.26486654
1274,2.47787672,2.47787663,2.26319116,2.26319116
1275,3.10083191,3.10083183,2.25335283,2.25335285
1276,2.52353565,2.52353556,2.22558307,2.22558314
1277,2.06890973,2.06890973,2.25395917,2.25395913
1278,2.67172396,2.67172407,2.25303630,2.25303624
1279,2.32837193,2.32837208,2.24283263,2.24283260
1280,2.00149481,2.00149492,2.28755690,2.28755690
1281,2.43909537,2.43909537,2.26972926,2.26972922
1282,2.71070659,2.71070648,2.22046618,2.22046618
1283,2.79185464,2.79185464,2.15496115,2.15496122
1284,2.59367076,2.59367076,2.18064334,2.18064337
1285,1.75878067,1.75878067,2.21501533,2.21501523
1286,3.02487148,3.02487140,2.22315297,2.22315299
1287,2.57326814,2.57326814,2.23041583,2.23041588
1288,2.04930875,2.04930875,2.26095545,2.26095549
1289,2.42511436,2.42511444,2.26143779,2.26143773
1290,2.12494620,2.12494632,2.24766169,2.24766159
1291,2.70982274,2.70982274,2.25651633,2.25651638
1292,2.62870846,2.62870846,2.26665417,2.26665420
1293,2.72199187,2.72199176,2.26896180,2.26896185
1294,2.26102395,2.26102395,2.26967916,2.26967921
1295,2.29549340,2.29549333,2.29334095,2.29334100
1296,2.75795136,2.75795136,2.27162883,2.27162883
1297,2.13709306,2.13709306,2.25325003,2.25325004
1298,2.08655688,2.08655682,2.27725845,2.27725849
1299,2.02342095,2.02342095,2.23809927,2.23809921
1300,2.59956552,2.59956552,2.25614293,2.25614291
1301,2.67855106,2.67855117,2.26094087,2.26094081
1302,2.93806676,2.93806676,2.22260107,2.22260105
1303,3.08183532,3.08183532,2.23042253,2.23042255
1304,2.59762699,2.59762689,2.24359158,2.24359162
1305,2.09689324,2.09689318,2.24297425,2.24297434
1306,2.67364004,2.67364004,2.25728101,2.25728099
1307,2.05085960,2.05085960,2.27088433,2.27088437
1308,2.41576939,2.41576931,2.27593736,2.27593742
1309,2.09313830,2.09313830,2.26938248,2.26938249
1310,2.36568602,2.36568618,2.26355631,2.26355632
1311,2.04965849,2.04965849,2.25685568,2.25685558
1312,2.51465677,2.51465677,2.27456740,2.27456735
1313,2.31514007,2.31514007,2.24968604,2.24968605
1314,2.57130316,2.57130316,2.26647010,2.26647013
1315,2.57397461,2.57397461,2.24219024,2.24219013
1316,2.42583704,2.42583713,2.25237240,2.25237240
1317,2.76704620,2.76704620,2.27422687,2.27422685
1318,2.23642163,2.23642177,2.23574954,2.23574946
1319,2.89591422,2.89591416,2.25058951,2.25058954
1320,2.22218570,2.22218570,2.25751052,2.25751044
1321,2.43283341,2.43283341,2.27058115,2.27058113
1322,1.81363296,1.81363296,2.26655840,2.26655846
1323,2.36520713,2.36520713,2.26687596,2.26687597
1324,2.57721402,2.57721393,2.27693692,2.27693700
1325,1.97197926,1.97197915,2.26588334,2.26588339
1326,2.04425919,2.04425919,2.26540433,2.26540432
1327,2.65194123,2.65194123,2.26160916,2.26160920
1328,2.54112123,2.54112123,2.26441996,2.26442008
1329,1.67868378,1.67868386,2.21777435,2.21777444
1330,2.29096210,2.29096210,2.25142194,2.25142192
1331,2.06339123,2.06339123,2.22578271,2.22578273
1332,2.05231539,2.05231539,2.23748204,2.23748204
1333,2.30176584,2.30176577,2.24976159,2.24976159
1334,2.13093563,2.13093563,2.22717627,2.22717627
1335,2.28320981,2.28320995,2.26115911,2.26115905
1336,2.32577105,2.32577105,2.25826146,2.25826147
1337,2.49742273,2.49742273,2.26659767,2.26659766
1338,2.33218896,2.33218896,2.25753580,2.25753574
1339,2.25347002,2.25346995,2.28340637,2.28340643
1340,1.86706426,1.86706426,2.25778720,2.25778720
1341,2.22322519,2.22322519,2.26013660,2.26013668
1342,2.02919143,2.02919143,2.27611094,2.27611091
1343,1.75237638,1.75237638,2.25780226,2.25780218
1344,2.48286119,2.48286119,2.27118883,2.27118882
1345,2.12215723,2.12215729,2.27222687,2.27222685
1346,2.42249307,2.42249307,2.27266166,2.27266164
1347,2.04614369,2.04614369,2.26575437,2.26575433
1348,2.63682142,2.63682142,2.27973898,2.27973891
1349,2.12802475,2.12802469,2.28792909,2.28792908
1350,2.28419594,2.28419602,2.25647396,2.25647398
1351,2.52946903,2.52946903,2.26374710,2.26374707
1352,2.19103791,2.19103798,2.26012644,2.26012633
1353,2.35287675,2.35287683,2.28661990,2.28661983
1354,2.09412410,2.09412404,2.28920804,2.28920807
1355,2.65056405,2.65056405,2.27137159,2.27137167
1356,3.01363146,3.01363161,2.24333009,2.24333003
1357,2.06100129,2.06100129,2.26802357,2.26802361
1358,2.25192419,2.25192419,2.25424162,2.25424161
1359,1.86578700,1.86578710,2.26866189,2.26866187
1360,1.54941664,1.54941671,2.20851578,2.20851570
1361,2.21962042,2.21962035,2.24860533,2.24860534
1362,2.55249182,2.55249182,2.26449973,2.26449980
1363,2.81049045,2.81049045,2.27174273,2.27174271
1364,2.50184034,2.50184034,2.24319949,2.24319949
1365,2.13856022,2.13856029,2.25895444,2.25895438
1366,2.42153545,2.42153545,2.26810189,2.26810188
1367,2.08613790,2.08613790,2.26225527,2.26225520
1368,2.39752543,2.39752543,2.27611077,2.27611078
1369,2.26898092,2.26898100,2.25241694,2.25241686
1370,1.97689782,1.97689782,2.25509609,2.25509609
1371,2.57276440,2.57276450,2.26827802,2.26827799
1372,2.00492701,2.00492701,2.24529627,2.24529630
1373,1.99421181,1.99421170,2.27214976,2.27214980
1374,2.14762738,2.14762725,2.23854495,2.23854502
1375,2.31342565,2.31342565,2.26677669,2.26677667
1376,2.40569058,2.40569049,2.24449905,2.24449918
1377,2.07898805,2.07898805,2.27512474,2.27512473
1378,2.42261512,2.42261512,2.25975735,2.25975737
1379,2.85656905,2.85656905,2.27211563,2.27211565
1380,2.37679117,2.37679125,2.26908983,2.26908986
1381,2.26147269,2.26147269,2.25366124,2.25366129
1382,2.53677062,2.53677062,2.23586291,2.23586289
1383,2.78852206,2.78852212,2.27512074,2.27512073
1384,1.90242978,1.90242978,2.21990196,2.21990197
1385,2.68065120,2.68065109,2.26521983,2.26521992
1386,2.70203630,2.70203630,2.26952496,2.26952499
1387,2.27723915,2.27723915,2.26287296,2.26287294
1388,2.21834870,2.21834863,2.26396494,2.26396500
1389,2.19259073,2.19259073,2.27477966,2.27477973
1390,1.75932217,1.75932217,2.25320760,2.25320759
1391,2.29638125,2.29638133,2.26123784,2.26123784
1392,2.12475165,2.12475165,2.24533570,2.24533566
1393,2.61639411,2.61639421,2.23222813,2.23222805
1394,2.58160071,2.58160061,2.26071495,2.26071492
1395,2.02445339,2.02445339,2.27369581,2.27369590
1396,2.21191164,2.21191171,2.25581495,2.25581493
1397,2.56193230,2.56193239,2.27275162,2.27275159
1398,2.33564428,2.33564420,2.25768362,2.25768370
1399,1.96579433,1.96579433,2.26770449,2.26770450
1400,2.49071568,2.49071559,2.26243867,2.26243867
1401,2.23425728,2.23425735,2.28070350,2.28070341
1402,1.97079627,1.97079616,2.27868552,2.27868556
1403,2.15394239,2.15394239,2.26840621,2.26840623
1404,2.20039997,2.20040010,2.26094214,2.26094213
1405,2.07353159,2.07353171,2.22155048,2.22155045
1406,2.77613431,2.77613413,2.24114201,2.24114210
1407,1.87126249,1.87126249,2.26036822,2.26036824
1408,2.38516915,2.38516915,2.25828341,2.25828343
1409,2.78460756,2.78460762,2.27597514,2.27597514
1410,2.71320441,2.71320441,2.25211754,2.25211754
1411,2.40561657,2.40561657,2.28553743,2.28553743
1412,2.04525796,2.04525785,2.25501817,2.25501819
1413,2.41884015,2.41884015,2.22333004,2.22333003
1414,1.55955909,1.55955916,2.19975833,2.19975834
1415,2.59183147,2.59183127,2.21943031,2.21943036
1416,2.41781596,2.41781596,2.24820237,2.24820231
1417,2.03451501,2.03451501,2.26319288,2.26319292
1418,2.59557436,2.59557436,2.24128403,2.24128397
1419,2.38113647,2.38113663,2.23489406,2.23489394
1420,2.75906214,2.75906214,2.24007271,2.24007275
1421,2.11357005,2.11356992,2.26185294,2.26185302
1422,2.85216266,2.85216266,2.24451021,2.24451020
1423,2.06078013,2.06078025,2.25479873,2.25479866
1424,2.91729403,2.91729410,2.15038540,2.15038533
1425,2.22224297,2.22224290,2.23972536,2.23972535
1426,2.07353811,2.07353811,2.25341105,2.25341112
1427,2.53138321,2.53138321,2.26789945,2.26789942
1428,2.59695041,2.59695041,2.28086239,2.28086237
1429,2.66855500,2.66855500,2.27673311,2.27673316
1430,2.31038765,2.31038765,2.28799804,2.28799800
1431,1.90240731,1.90240741,2.26833542,2.26833539
1432,2.31934239,2.31934232,2.25309557,2.25309559
1433,2.88391762,2.88391775,2.24605920,2.24605913
1434,1.98168555,1.98168566,2.23733096,2.23733092
1435,1.64631229,1.64631221,2.24066696,2.24066707
1436,2.77463828,2.77463822,2.23798688,2.23798693
1437,2.07276124,2.07276112,2.27662611,2.27662621
1438,2.64611425,2.64611425,2.27635448,2.27635452
1439,2.39646489,2.39646481,2.25821226,2.25821236
1440,2.56554312,2.56554303,2.25290814,2.25290813
1441,1.85502792,1.85502783,2.25818935,2.25818941
1442,2.76638929,2.76638929,2.25387757,2.25387756
1443,2.54902134,2.54902124,2.26182366,2.26182372
1444,2.51747340,2.51747340,2.27775080,2.27775084
1445,2.84254003,2.84254003,2.26101959,2.26101957
1446,2.36221202,2.36221210,2.26616362,2.26616353
1447,2.17056201,2.17056201,2.25853781,2.25853778
1448,2.57923930,2.57923930,2.23368516,2.23368510
1449,2.89738591,2.89738584,2.26420580,2.26420579
1450,2.65420398,2.65420398,2.26722749,2.26722748
1451,2.26937595,2.26937602,2.27455955,2.27455952
1452,2.79355718,2.79355724,2.24057030,2.24057028
1453,2.03041961,2.03041961,2.26296742,2.26296741
1454,2.23071570,2.23071570,2.27338488,2.27338492
1455,2.12906242,2.12906235,2.26852385,2.26852386
1456,2.03601943,2.03601943,2.25635690,2.25635685
1457,1.99311596,1.99311596,2.20095136,2.20095139
1458,2.62344767,2.62344778,2.26700273,2.26700273
1459,2.98898042,2.98898027,2.26650821,2.26650828
1460,2.69916678,2.69916678,2.24692778,2.24692777
1461,2.88513871,2.88513878,2.25203512,2.25203509
1462,2.03567637,2.03567626,2.25164267,2.25164272
1463,2.14900440,2.14900440,2.27565514,2.27565515
1464,2.05403325,2.05403325,2.26056726,2.26056724
1465,2.22988072,2.22988065,2.26999000,2.26998995
1466,2.19542186,2.19542186,2.27877518,2.27877522
1467,2.45059601,2.45059592,2.25985377,2.25985370
1468,2.11544855,2.11544861,2.22366491,2.22366490
1469,2.01589173,2.01589173,2.20571659,2.20571656
1470,2.48288430,2.48288421,2.26311753,2.26311763
1471,1.87391867,1.87391848,2.20555095,2.20555102
1472,2.47028512,2.47028512,2.25755699,2.25755693
1473,2.34741083,2.34741091,2.28127429,2.28127426
1474,2.20517524,2.20517524,2.24831981,2.24831977
1475,2.56840864,2.56840864,2.25193172,2.25193176
1476,2.05517307,2.05517307,2.28253924,2.28253923
1477,2.26009217,2.26009224,2.28211504,2.28211496
1478,2.69690962,2.69690951,2.28254049,2.28254051
1479,2.57724334,2.57724334,2.27945393,2.27945395
1480,1.86305657,1.86305648,2.28185292,2.28185304
1481,2.14968842,2.14968842,2.28466019,2.28466020
1482,2.13343883,2.13343883,2.27600678,2.27600679
1483,2.31516278,2.31516271,2.23313245,2.23313251
1484,1.84129948,1.84129930,2.22251380,2.22251393
1485,2.56466672,2.56466672,2.24266740,2.24266741
1486,1.99807051,1.99807040,2.26490096,2.26490104
1487,2.48454904,2.48454904,2.27393286,2.27393287
1488,2.06403747,2.06403747,2.28544420,2.28544415
1489,1.88004625,1.88004615,2.28103680,2.28103679
1490,2.32453986,2.32453986,2.27421870,2.27421862
1491,2.44220161,2.44220170,2.26760898,2.26760892
1492,2.64891083,2.64891094,2.25357492,2.25357494
1493,2.91179082,2.91179075,2.24544739,2.24544741
1494,2.10800340,2.10800340,2.24471168,2.24471172
1495,2.30833846,2.30833846,2.26408581,2.26408582
1496,1.94858992,1.94858981,2.22830308,2.22830315
1497,2.63907417,2.63907427,2.25316213,2.25316218
1498,2.50047063,2.50047063,2.25104016,2.25104012
1499,2.25772800,2.25772800,2.22572950,2.22572950
1500,3.12426885,3.12426894,2.20252877,2.20252875
1501,2.27564537,2.27564537,2.23978850,2.23978839
1502,2.61121530,2.61121530,2.23533339,2.23533336
1503,2.24419593,2.24419586,2.25103781,2.25103781
1504,2.68853779,2.68853779,2.22724581,2.22724594
1505,3.07575121,3.07575121,2.26954006,2.26954005
1506,2.14802545,2.14802545,2.27213344,2.27213354
1507,2.17308713,2.17308713,2.25165811,2.25165815
1508,2.06913849,2.06913849,2.26457990,2.26457983
1509,2.02448340,2.02448340,2.24561949,2.24561954
1510,2.25821474,2.25821474,2.25806645,2.25806644
1511,2.50299432,2.50299432,2.25854049,2.25854041
1512,2.19572131,2.19572124,2.26494804,2.26494804
1513,1.83380049,1.83380049,2.26243598,2.26243594
1514,2.84894162,2.84894156,2.27241437,2.27241435
1515,2.38034953,2.38034937,2.26953430,2.26953444
1516,2.22394270,2.22394263,2.28887938,2.28887942
1517,2.27871151,2.27871151,2.26783945,2.26783950
1518,2.17002442,2.17002442,2.26874652,2.26874650
1519,2.00162759,2.00162759,2.26349109,2.26349107
1520,2.70457144,2.70457155,2.25513060,2.25513059
1521,2.56800236,2.56800236,2.25530680,2.25530680
1522,2.36568126,2.36568126,2.24808903,2.24808901
1523,2.31362293,2.31362293,2.25408047,2.25408047
1524,2.69990268,2.69990268,2.24250306,2.24250304
1525,2.47152700,2.47152700,2.27243521,2.27243518
1526,2.69060741,2.69060741,2.26036172,2.26036178
1527,2.03657786,2.03657786,2.27118333,2.27118332
1528,2.38594361,2.38594361,2.28351022,2.28351023
1529,2.35161730,2.35161730,2.25289153,2.25289155
1530,2.11569889,2.11569883,2.26291951,2.26291958
1531,2.04122822,2.04122834,2.28472341,2.28472333
1532,2.26141606,2.26141606,2.25967020,2.25967017
1533,2.60432285,2.60432285,2.23223309,2.23223307
1534,2.44638278,2.44638269,2.25559683,2.25559686
1535,2.17338192,2.17338185,2.23910603,2.23910617
1536,2.04633420,2.04633420,2.20912025,2.20912025
1537,1.82496782,1.82496782,2.20192089,2.20192088
1538,2.28542947,2.28542947,2.21751389,2.21751388
1539,2.38546342,2.38546342,2.22123958,2.22123959
1540,2.55741368,2.55741368,2.18902626,2.18902635
1541,2.28673793,2.28673785,2.25629909,2.25629920
1542,2.48328858,2.48328858,2.27244999,2.27245003
1543,2.11365158,2.11365152,2.24896287,2.24896295
1544,2.54011761,2.54011752,2.25754030,2.25754034
1545,1.79082128,1.79082128,2.25201998,2.25201997
1546,2.59836492,2.59836492,2.23715337,2.23715334
1547,2.44105704,2.44105696,2.29518290,2.29518294
1548,2.67849030,2.67849030,2.28433004,2.28433010
1549,2.48537101,2.48537092,2.27359998,2.27359997
1550,2.35179495,2.35179495,2.26125625,2.26125625
1551,2.36648993,2.36648993,2.27744460,2.27744456
1552,2.31458365,2.31458365,2.28343098,2.28343096
1553,2.41610886,2.41610878,2.26840314,2.26840311
1554,1.70816179,1.70816179,2.25070844,2.25070844
1555,2.77498500,2.77498500,2.27216658,2.27216658
1556,1.91821888,1.91821888,2.27563707,2.27563704
1557,2.72133683,2.72133694,2.27910364,2.27910364
1558,2.50106507,2.50106507,2.24941559,2.24941558
1559,2.12788247,2.12788247,2.26787417,2.26787418
1560,2.46067363,2.46067346,2.24259708,2.24259719
1561,2.49394769,2.49394769,2.26094675,2.26094673
1562,2.19279853,2.19279853,2.27267364,2.27267358
1563,2.34016636,2.34016628,2.25655078,2.25655080
1564,2.86326028,2.86326034,2.26034425,2.26034423
1565,2.56886565,2.56886575,2.25456502,2.25456497
1566,2.52360321,2.52360312,2.27031928,2.27031935
1567,2.65974102,2.65974102,2.26718909,2.26718904
1568,2.27673907,2.27673907,2.25053167,2.25053168
1569,2.51122570,2.51122579,2.25883976,2.25883975
1570,2.78212271,2.78212271,2.24858077,2.24858072
1571,2.42741413,2.42741404,2.26646846,2.26646844
1572,2.49795656,2.49795647,2.26655440,2.26655447
1573,2.51285982,2.51285982,2.27173848,2.27173843
1574,2.27092836,2.27092836,2.25448820,2.25448814
1575,2.53609755,2.53609774,2.24973676,2.24973668
1576,2.42580662,2.42580653,2.27409875,2.27409875
1577,1.98132983,1.98132983,2.27210522,2.27210524
1578,2.23144465,2.23144472,2.25474090,2.25474092
1579,2.69303235,2.69303235,2.22650657,2.22650669
1580,1.96548411,1.96548411,2.28368055,2.28368062
1581,2.80881077,2.80881077,2.24652860,2.24652862
1582,1.99735118,1.99735129,2.25119541,2.25119528
1583,2.56873935,2.56873945,2.26192471,2.26192470
1584,2.25624771,2.25624771,2.23590155,2.23590146
1585,2.72277811,2.72277822,2.27202830,2.27202825
1586,2.79242410,2.79242422,2.24317688,2.24317688
